entry,subject
Algebraic design theory,Linear and multilinear algebra; matrix theory -- Basic linear algebra -- Matrix equations and identities
Algebraic design theory,Combinatorics -- Designs and configurations -- Designs and configurations
Analysis of Electrical Circuits with Variable Load Regime Parameters Projective Geometry Method,Energy systems
Analysis of Electrical Circuits with Variable Load Regime Parameters Projective Geometry Method,Energy Systems
Analysis of Electrical Circuits with Variable Load Regime Parameters Projective Geometry Method,"Power Electronics, Electrical Machines and Networks"
Analysis of Electrical Circuits with Variable Load Regime Parameters Projective Geometry Method,Electronic circuits
Analysis of Electrical Circuits with Variable Load Regime Parameters Projective Geometry Method,Electronic Circuits and Devices
Analysis of Electrical Circuits with Variable Load Regime Parameters Projective Geometry Method,Semiconductors
Analysis of Electrical Circuits with Variable Load Regime Parameters Projective Geometry Method,Power electronics
Influences of Electric Vehicles on Power System and Key Technologies of Vehicle-to-Grid,Automotive Engineering
Influences of Electric Vehicles on Power System and Key Technologies of Vehicle-to-Grid,Transportation Technology and Traffic Engineering
Influences of Electric Vehicles on Power System and Key Technologies of Vehicle-to-Grid,Renewable energy resources
Influences of Electric Vehicles on Power System and Key Technologies of Vehicle-to-Grid,"Power Electronics, Electrical Machines and Networks"
Influences of Electric Vehicles on Power System and Key Technologies of Vehicle-to-Grid,Automotive engineering
Influences of Electric Vehicles on Power System and Key Technologies of Vehicle-to-Grid,Transportation
Influences of Electric Vehicles on Power System and Key Technologies of Vehicle-to-Grid,Transportation engineering
Influences of Electric Vehicles on Power System and Key Technologies of Vehicle-to-Grid,Traffic engineering
Influences of Electric Vehicles on Power System and Key Technologies of Vehicle-to-Grid,Renewable and Green Energy
Influences of Electric Vehicles on Power System and Key Technologies of Vehicle-to-Grid,Power electronics
Machine learning in python essential techniques for predictive analysis,Machine learning
Machine learning in python essential techniques for predictive analysis,Python (Computer program language)
Smart Grids from a Global Perspective Bridging Old and New Energy Systems,Energy systems
Smart Grids from a Global Perspective Bridging Old and New Energy Systems,Energy Systems
Smart Grids from a Global Perspective Bridging Old and New Energy Systems,"Power Electronics, Electrical Machines and Networks"
Smart Grids from a Global Perspective Bridging Old and New Energy Systems,Sustainable Development
Smart Grids from a Global Perspective Bridging Old and New Energy Systems,Physics
Smart Grids from a Global Perspective Bridging Old and New Energy Systems,Energy policy
Smart Grids from a Global Perspective Bridging Old and New Energy Systems,Sustainable development
Smart Grids from a Global Perspective Bridging Old and New Energy Systems,"Energy Policy, Economics and Management"
Smart Grids from a Global Perspective Bridging Old and New Energy Systems,Energy and state
Smart Grids from a Global Perspective Bridging Old and New Energy Systems,Applications of Graph Theory and Complex Networks
Smart Grids from a Global Perspective Bridging Old and New Energy Systems,Power electronics
Introduction to Thermoelectricity,Energy systems
Introduction to Thermoelectricity,Energy Systems
Introduction to Thermoelectricity,Mass transfer
Introduction to Thermoelectricity,Electronic materials
Introduction to Thermoelectricity,Nanotechnology
Introduction to Thermoelectricity,"Power Electronics, Electrical Machines and Networks"
Introduction to Thermoelectricity,"Engineering Thermodynamics, Heat and Mass Transfer"
Introduction to Thermoelectricity,Heat engineering
Introduction to Thermoelectricity,Heat transfer
Introduction to Thermoelectricity,Optical and Electronic Materials
Introduction to Thermoelectricity,Optical materials
Introduction to Thermoelectricity,Thermodynamics
Introduction to Thermoelectricity,Power electronics
Test-driven machine learning control your machine learning algorithms using test-driven development to achieve quantifiable milestones,Machine learning
The joy of Clojure,Java (Computer program language)
The joy of Clojure,Clojure (Computer program language)
Analysis of Fracture Toughness Mechanism in Ultra-fine-grained Steels The Effect of the Treatment Developed in NIMS,Metals
Analysis of Fracture Toughness Mechanism in Ultra-fine-grained Steels The Effect of the Treatment Developed in NIMS,Characterization and Evaluation of Materials
Analysis of Fracture Toughness Mechanism in Ultra-fine-grained Steels The Effect of the Treatment Developed in NIMS,Manufactures
Analysis of Fracture Toughness Mechanism in Ultra-fine-grained Steels The Effect of the Treatment Developed in NIMS,Materials science
Analysis of Fracture Toughness Mechanism in Ultra-fine-grained Steels The Effect of the Treatment Developed in NIMS,"Manufacturing, Machines, Tools, Processes"
Analysis of Fracture Toughness Mechanism in Ultra-fine-grained Steels The Effect of the Treatment Developed in NIMS,Structural materials
Analysis of Fracture Toughness Mechanism in Ultra-fine-grained Steels The Effect of the Treatment Developed in NIMS,Metallic Materials
Analysis of Fracture Toughness Mechanism in Ultra-fine-grained Steels The Effect of the Treatment Developed in NIMS,Structural Materials
Practical machine learning innovations in recommendation,Machine learning
Practical machine learning innovations in recommendation,Development
Power Converters for Medium Voltage Networks,Energy systems
Power Converters for Medium Voltage Networks,Energy Systems
Power Converters for Medium Voltage Networks,Renewable energy resources
Power Converters for Medium Voltage Networks,"Power Electronics, Electrical Machines and Networks"
Power Converters for Medium Voltage Networks,Circuits and Systems
Power Converters for Medium Voltage Networks,Renewable and Green Energy
Power Converters for Medium Voltage Networks,Electronic circuits
Power Converters for Medium Voltage Networks,Power electronics
"ICMLC 2015 International Conference on Machine Learning and Cybernetics : 12-15 July 2015 : Guangzhou, China",Machine learning
"ICMLC 2015 International Conference on Machine Learning and Cybernetics : 12-15 July 2015 : Guangzhou, China",Cybernetics
Online Algorithms for Optimal Energy Distribution in Microgrids,Management
Online Algorithms for Optimal Energy Distribution in Microgrids,Industrial management
Online Algorithms for Optimal Energy Distribution in Microgrids,"Power Electronics, Electrical Machines and Networks"
Online Algorithms for Optimal Energy Distribution in Microgrids,Energy Efficiency
Online Algorithms for Optimal Energy Distribution in Microgrids,Energy efficiency
Online Algorithms for Optimal Energy Distribution in Microgrids,Innovation/Technology Management
Online Algorithms for Optimal Energy Distribution in Microgrids,Power electronics
Control and Optimization of Distributed Generation Systems,Control engineering
Control and Optimization of Distributed Generation Systems,Energy systems
Control and Optimization of Distributed Generation Systems,Energy Systems
Control and Optimization of Distributed Generation Systems,"Power Electronics, Electrical Machines and Networks"
Control and Optimization of Distributed Generation Systems,Control and Systems Theory
Control and Optimization of Distributed Generation Systems,Power electronics
Vector Control of Three-Phase AC Machines System Development in the Practice,Control engineering
Vector Control of Three-Phase AC Machines System Development in the Practice,Energy systems
Vector Control of Three-Phase AC Machines System Development in the Practice,Energy Systems
Vector Control of Three-Phase AC Machines System Development in the Practice,"Power Electronics, Electrical Machines and Networks"
Vector Control of Three-Phase AC Machines System Development in the Practice,Control and Systems Theory
Vector Control of Three-Phase AC Machines System Development in the Practice,Power electronics
"Precision Assembly Technologies and Systems 7th IFIP WG 5.5 International Precision Assembly Seminar, IPAS 2014, Chamonix, France, February 16-18, 2014, Revised Selected Papers",Production management
"Precision Assembly Technologies and Systems 7th IFIP WG 5.5 International Precision Assembly Seminar, IPAS 2014, Chamonix, France, February 16-18, 2014, Revised Selected Papers",Operations Management
"Precision Assembly Technologies and Systems 7th IFIP WG 5.5 International Precision Assembly Seminar, IPAS 2014, Chamonix, France, February 16-18, 2014, Revised Selected Papers",Manufactures
"Precision Assembly Technologies and Systems 7th IFIP WG 5.5 International Precision Assembly Seminar, IPAS 2014, Chamonix, France, February 16-18, 2014, Revised Selected Papers",Simulation and Modeling
"Precision Assembly Technologies and Systems 7th IFIP WG 5.5 International Precision Assembly Seminar, IPAS 2014, Chamonix, France, February 16-18, 2014, Revised Selected Papers",Application software
"Precision Assembly Technologies and Systems 7th IFIP WG 5.5 International Precision Assembly Seminar, IPAS 2014, Chamonix, France, February 16-18, 2014, Revised Selected Papers",Computer Applications
"Precision Assembly Technologies and Systems 7th IFIP WG 5.5 International Precision Assembly Seminar, IPAS 2014, Chamonix, France, February 16-18, 2014, Revised Selected Papers","Manufacturing, Machines, Tools, Processes"
"Precision Assembly Technologies and Systems 7th IFIP WG 5.5 International Precision Assembly Seminar, IPAS 2014, Chamonix, France, February 16-18, 2014, Revised Selected Papers",Computer simulation
High-Power Optics Lasers and Applications,Electronic materials
High-Power Optics Lasers and Applications,Manufactures
High-Power Optics Lasers and Applications,Photonics
High-Power Optics Lasers and Applications,Lasers
High-Power Optics Lasers and Applications,"Optics, Lasers, Photonics, Optical Devices"
High-Power Optics Lasers and Applications,Electrodynamics
High-Power Optics Lasers and Applications,"Manufacturing, Machines, Tools, Processes"
High-Power Optics Lasers and Applications,"Microwaves, RF and Optical Engineering"
High-Power Optics Lasers and Applications,Microwaves
High-Power Optics Lasers and Applications,Optical engineering
High-Power Optics Lasers and Applications,Optical materials
High-Power Optics Lasers and Applications,Classical Electrodynamics
High-Power Optics Lasers and Applications,Optical and Electronic Materials
High-Power Optics Lasers and Applications,Optics
Lateral Power Transistors in Integrated Circuits,"Power Electronics, Electrical Machines and Networks"
Lateral Power Transistors in Integrated Circuits,Circuits and Systems
Lateral Power Transistors in Integrated Circuits,Electronic circuits
Lateral Power Transistors in Integrated Circuits,Electronic Circuits and Devices
Lateral Power Transistors in Integrated Circuits,Power electronics
"FOCS 2015 proceedings : 2015 IEEE 56th annual Symposium on Foundations of Computer Science : 17-20 October 2015, Berkeley, California",Computer science
"FOCS 2015 proceedings : 2015 IEEE 56th annual Symposium on Foundations of Computer Science : 17-20 October 2015, Berkeley, California",Machine theory
"FOCS 2015 proceedings : 2015 IEEE 56th annual Symposium on Foundations of Computer Science : 17-20 October 2015, Berkeley, California",Electronic data processing
Communication Challenges and Solutions in the Smart Grid,Electrical engineering
Communication Challenges and Solutions in the Smart Grid,"Power Electronics, Electrical Machines and Networks"
Communication Challenges and Solutions in the Smart Grid,Application software
Communication Challenges and Solutions in the Smart Grid,"Communications Engineering, Networks"
Communication Challenges and Solutions in the Smart Grid,Computer Communication Networks
Communication Challenges and Solutions in the Smart Grid,Computer communication systems
Communication Challenges and Solutions in the Smart Grid,Power electronics
Communication Challenges and Solutions in the Smart Grid,Information Systems Applications (incl. Internet)
"Multiple Classifier Systems 12th International Workshop, MCS 2015, Günzburg, Germany, June 29 - July 1, 2015, Proceedings",Image Processing and Computer Vision
"Multiple Classifier Systems 12th International Workshop, MCS 2015, Günzburg, Germany, June 29 - July 1, 2015, Proceedings",Information storage and retrieval
"Multiple Classifier Systems 12th International Workshop, MCS 2015, Günzburg, Germany, June 29 - July 1, 2015, Proceedings",Pattern Recognition
